word,syllables,syllable_count,last_syllable,stressed_syllable_idx,stressed_syllable,first_letter,start_with_vowel,last_letter,end_with_vowel
político,"['po', 'lí', 'ti', 'co']",4,co,3,lí,p,False,o,True
políticos,"['po', 'lí', 'ti', 'cos']",4,cos,3,lí,p,False,s,False
ponta,"['pon', 'ta']",2,ta,2,pon,p,False,a,True
ponto,"['pon', 'to']",2,to,2,pon,p,False,o,True
pontos,"['pon', 'tos']",2,tos,2,pon,p,False,s,False
popular,"['po', 'pu', 'lar']",3,lar,1,lar,p,False,r,False
por,['por'],1,por,1,por,p,False,r,False
porque,"['por', 'que']",2,que,1,que,p,False,e,True
porta,"['por', 'ta']",2,ta,2,por,p,False,a,True
portanto,"['por', 'tan', 'to']",3,to,2,tan,p,False,o,True
portas,"['por', 'tas']",2,tas,2,por,p,False,s,False
porto,"['por', 'to']",2,to,2,por,p,False,o,True
porção,"['por', 'ção']",2,ção,1,ção,p,False,o,True
porém,"['po', 'rém']",2,rém,1,rém,p,False,m,False
posição,"['po', 'si', 'ção']",3,ção,1,ção,p,False,o,True
possa,"['pos', 'sa']",2,sa,2,pos,p,False,a,True
posso,"['pos', 'so']",2,so,2,pos,p,False,o,True
possui,"['pos', 'sui']",2,sui,1,sui,p,False,i,True
possuía,"['pos', 'su', 'í', 'a']",4,a,2,í,p,False,a,True
possível,"['pos', 'sí', 'vel']",3,vel,2,sí,p,False,l,False
posto,"['pos', 'to']",2,to,2,pos,p,False,o,True
pouca,"['pou', 'ca']",2,ca,2,pou,p,False,a,True
poucas,"['pou', 'cas']",2,cas,2,pou,p,False,s,False
pouco,"['pou', 'co']",2,co,2,pou,p,False,o,True
poucos,"['pou', 'cos']",2,cos,2,pou,p,False,s,False
povo,"['po', 'vo']",2,vo,2,po,p,False,o,True
povos,"['po', 'vos']",2,vos,2,po,p,False,s,False
poética,"['po', 'é', 'ti', 'ca']",4,ca,3,é,p,False,a,True
prata,"['pra', 'ta']",2,ta,2,pra,p,False,a,True
prazer,"['pra', 'zer']",2,zer,1,zer,p,False,r,False
prazo,"['pra', 'zo']",2,zo,2,pra,p,False,o,True
praça,"['pra', 'ça']",2,ça,2,pra,p,False,a,True
precisa,"['pre', 'ci', 'sa']",3,sa,2,ci,p,False,a,True
precisava,"['pre', 'ci', 'sa', 'va']",4,va,2,sa,p,False,a,True
preciso,"['pre', 'ci', 'so']",3,so,2,ci,p,False,o,True
preferia,"['pre', 'fe', 'ri', 'a']",4,a,2,ri,p,False,a,True
presente,"['pre', 'sen', 'te']",3,te,2,sen,p,False,e,True
presença,"['pre', 'sen', 'ça']",3,ça,2,sen,p,False,a,True
presidente,"['pre', 'si', 'den', 'te']",4,te,2,den,p,False,e,True
preso,"['pre', 'so']",2,so,2,pre,p,False,o,True
pressa,"['pres', 'sa']",2,sa,2,pres,p,False,a,True
prestes,"['pres', 'tes']",2,tes,2,pres,p,False,s,False
preta,"['pre', 'ta']",2,ta,2,pre,p,False,a,True
pretendente,"['pre', 'ten', 'den', 'te']",4,te,2,den,p,False,e,True
pretexto,"['pre', 'tex', 'to']",3,to,2,tex,p,False,o,True
preto,"['pre', 'to']",2,to,2,pre,p,False,o,True
preço,"['pre', 'ço']",2,ço,2,pre,p,False,o,True
prima,"['pri', 'ma']",2,ma,2,pri,p,False,a,True
primeira,"['pri', 'mei', 'ra']",3,ra,2,mei,p,False,a,True
primeiras,"['pri', 'mei', 'ras']",3,ras,2,mei,p,False,s,False
primeiro,"['pri', 'mei', 'ro']",3,ro,2,mei,p,False,o,True
primeiros,"['pri', 'mei', 'ros']",3,ros,2,mei,p,False,s,False
primo,"['pri', 'mo']",2,mo,2,pri,p,False,o,True
principal,"['prin', 'ci', 'pal']",3,pal,1,pal,p,False,l,False
principalmente,"['prin', 'ci', 'pal', 'men', 'te']",5,te,2,men,p,False,e,True
princípio,"['prin', 'cí', 'pi', 'o']",4,o,3,cí,p,False,o,True
princípios,"['prin', 'cí', 'pi', 'os']",4,os,3,cí,p,False,s,False
problema,"['pro', 'ble', 'ma']",3,ma,2,ble,p,False,a,True
procedimento,"['pro', 'ce', 'di', 'men', 'to']",5,to,2,men,p,False,o,True
processo,"['pro', 'ces', 'so']",3,so,2,ces,p,False,o,True
procura,"['pro', 'cu', 'ra']",3,ra,2,cu,p,False,a,True
procurar,"['pro', 'cu', 'rar']",3,rar,1,rar,p,False,r,False
procurou,"['pro', 'cu', 'rou']",3,rou,1,rou,p,False,u,True
procópio,"['pro', 'có', 'pi', 'o']",4,o,3,có,p,False,o,True
produziu,"['pro', 'du', 'zi', 'u']",4,u,2,zi,p,False,u,True
profunda,"['pro', 'fun', 'da']",3,da,2,fun,p,False,a,True
profundamente,"['pro', 'fun', 'da', 'men', 'te']",5,te,2,men,p,False,e,True
profundo,"['pro', 'fun', 'do']",3,do,2,fun,p,False,o,True
programa,"['pro', 'gra', 'ma']",3,ma,2,gra,p,False,a,True
projeto,"['pro', 'je', 'to']",3,to,2,je,p,False,o,True
promessa,"['pro', 'mes', 'sa']",3,sa,2,mes,p,False,a,True
prometeu,"['pro', 'me', 'teu']",3,teu,1,teu,p,False,u,True
pronto,"['pron', 'to']",2,to,2,pron,p,False,o,True
proposta,"['pro', 'pos', 'ta']",3,ta,2,pos,p,False,a,True
propriamente,"['pro', 'pri', 'a', 'men', 'te']",5,te,2,men,p,False,e,True
propósito,"['pro', 'pó', 'si', 'to']",4,to,3,pó,p,False,o,True
prosa,"['pro', 'sa']",2,sa,2,pro,p,False,a,True
prova,"['pro', 'va']",2,va,2,pro,p,False,a,True
provavelmente,"['pro', 'va', 'vel', 'men', 'te']",5,te,2,men,p,False,e,True
provável,"['pro', 'vá', 'vel']",3,vel,2,vá,p,False,l,False
província,"['pro', 'vín', 'ci', 'a']",4,a,3,vín,p,False,a,True
prática,"['prá', 'ti', 'ca']",3,ca,3,prá,p,False,a,True
própria,"['pró', 'pri', 'a']",3,a,3,pró,p,False,a,True
próprias,"['pró', 'pri', 'as']",3,as,3,pró,p,False,s,False
próprio,"['pró', 'pri', 'o']",3,o,3,pró,p,False,o,True
próprios,"['pró', 'pri', 'os']",3,os,3,pró,p,False,s,False
próxima,"['pró', 'xi', 'ma']",3,ma,3,pró,p,False,a,True
próximo,"['pró', 'xi', 'mo']",3,mo,3,pró,p,False,o,True
publicado,"['pu', 'bli', 'ca', 'do']",4,do,2,ca,p,False,o,True
pude,"['pu', 'de']",2,de,2,pu,p,False,e,True
pudesse,"['pu', 'des', 'se']",3,se,2,des,p,False,e,True
punha,"['pu', 'nha']",2,nha,2,pu,p,False,a,True
pura,"['pu', 'ra']",2,ra,2,pu,p,False,a,True
puro,"['pu', 'ro']",2,ro,2,pu,p,False,o,True
página,"['pá', 'gi', 'na']",3,na,3,pá,p,False,a,True
páginas,"['pá', 'gi', 'nas']",3,nas,3,pá,p,False,s,False
pálida,"['pá', 'li', 'da']",3,da,3,pá,p,False,a,True
pálido,"['pá', 'li', 'do']",3,do,3,pá,p,False,o,True
pátria,"['pá', 'tri', 'a']",3,a,3,pá,p,False,a,True
pão,['pão'],1,pão,1,pão,p,False,o,True
pé,['pé'],1,pé,1,pé,p,False,é,True
pés,['pés'],1,pés,1,pés,p,False,s,False
pôde,"['pô', 'de']",2,de,2,pô,p,False,e,True
pôr,['pôr'],1,pôr,1,pôr,p,False,r,False
pôs,['pôs'],1,pôs,1,pôs,p,False,s,False
põe,['põe'],1,põe,1,põe,p,False,e,True
pública,"['pú', 'bli', 'ca']",3,ca,3,pú,p,False,a,True
público,"['pú', 'bli', 'co']",3,co,3,pú,p,False,o,True
públicos,"['pú', 'bli', 'cos']",3,cos,3,pú,p,False,s,False
quadro,"['qua', 'dro']",2,dro,2,qua,q,False,o,True
quais,"['qua', 'is']",2,is,2,qua,q,False,s,False
qual,['qual'],1,qual,1,qual,q,False,l,False
qualidade,"['qua', 'li', 'da', 'de']",4,de,2,da,q,False,e,True
qualidades,"['qua', 'li', 'da', 'des']",4,des,2,da,q,False,s,False
qualquer,"['qual', 'quer']",2,quer,1,quer,q,False,r,False
quando,"['quan', 'do']",2,do,2,quan,q,False,o,True
quantas,"['quan', 'tas']",2,tas,2,quan,q,False,s,False
quanto,"['quan', 'to']",2,to,2,quan,q,False,o,True
quantos,"['quan', 'tos']",2,tos,2,quan,q,False,s,False
quarenta,"['qua', 'ren', 'ta']",3,ta,2,ren,q,False,a,True
quarto,"['quar', 'to']",2,to,2,quar,q,False,o,True
quase,"['qua', 'se']",2,se,2,qua,q,False,e,True
quatro,"['qua', 'tro']",2,tro,2,qua,q,False,o,True
que,['que'],1,que,1,que,q,False,e,True
queda,"['que', 'da']",2,da,2,que,q,False,a,True
quem,['quem'],1,quem,1,quem,q,False,m,False
quer,['quer'],1,quer,1,quer,q,False,r,False
querem,"['que', 'rem']",2,rem,2,que,q,False,m,False
querendo,"['que', 'ren', 'do']",3,do,2,ren,q,False,o,True
querer,"['que', 'rer']",2,rer,1,rer,q,False,r,False
queres,"['que', 'res']",2,res,2,que,q,False,s,False
queria,"['que', 'ri', 'a']",3,a,2,ri,q,False,a,True
quero,"['que', 'ro']",2,ro,2,que,q,False,o,True
questão,"['ques', 'tão']",2,tão,1,tão,q,False,o,True
quincas,"['quin', 'cas']",2,cas,2,quin,q,False,s,False
quinhentos,"['qui', 'nhen', 'tos']",3,tos,2,nhen,q,False,s,False
quinze,"['quin', 'ze']",2,ze,2,quin,q,False,e,True
quis,['quis'],1,quis,1,quis,q,False,s,False
quiser,"['qui', 'ser']",2,ser,1,ser,q,False,r,False
quisera,"['qui', 'se', 'ra']",3,ra,2,se,q,False,a,True
quisesse,"['qui', 'ses', 'se']",3,se,2,ses,q,False,e,True
quê,"['qu', 'ê']",2,ê,1,ê,q,False,ê,True
rainha,"['rai', 'nha']",2,nha,2,rai,r,False,a,True
rapariga,"['ra', 'pa', 'ri', 'ga']",4,ga,2,ri,r,False,a,True
rapaz,"['ra', 'paz']",2,paz,1,paz,r,False,z,False
rapazes,"['ra', 'pa', 'zes']",3,zes,2,pa,r,False,s,False
rapidamente,"['ra', 'pi', 'da', 'men', 'te']",5,te,2,men,r,False,e,True
raquel,"['ra', 'quel']",2,quel,1,quel,r,False,l,False
rara,"['ra', 'ra']",2,ra,2,ra,r,False,a,True
raras,"['ra', 'ras']",2,ras,2,ra,r,False,s,False
raro,"['ra', 'ro']",2,ro,2,ra,r,False,o,True
razão,"['ra', 'zão']",2,zão,1,zão,r,False,o,True
razões,"['ra', 'zões']",2,zões,1,zões,r,False,s,False
raça,"['ra', 'ça']",2,ça,2,ra,r,False,a,True
real,"['re', 'al']",2,al,1,al,r,False,l,False
realidade,"['re', 'a', 'li', 'da', 'de']",5,de,2,da,r,False,e,True
realmente,"['re', 'al', 'men', 'te']",4,te,2,men,r,False,e,True
receber,"['re', 'ce', 'ber']",3,ber,1,ber,r,False,r,False
recebeu,"['re', 'ce', 'beu']",3,beu,1,beu,r,False,u,True
recebi,"['re', 'ce', 'bi']",3,bi,1,bi,r,False,i,True
receio,"['re', 'cei', 'o']",3,o,2,cei,r,False,o,True
recente,"['re', 'cen', 'te']",3,te,2,cen,r,False,e,True
reconheceu,"['re', 'co', 'nhe', 'ceu']",4,ceu,1,ceu,r,False,u,True
recuou,"['re', 'cuou']",2,cuou,1,cuou,r,False,u,True
recurso,"['re', 'cur', 'so']",3,so,2,cur,r,False,o,True
recusa,"['re', 'cu', 'sa']",3,sa,2,cu,r,False,a,True
recusou,"['re', 'cu', 'sou']",3,sou,1,sou,r,False,u,True
refletiu,"['re', 'fle', 'ti', 'u']",4,u,2,ti,r,False,u,True
reflexão,"['re', 'fle', 'xão']",3,xão,1,xão,r,False,o,True
reflexões,"['re', 'fle', 'xões']",3,xões,1,xões,r,False,s,False
reforma,"['re', 'for', 'ma']",3,ma,2,for,r,False,a,True
regra,"['re', 'gra']",2,gra,2,re,r,False,a,True
rei,['rei'],1,rei,1,rei,r,False,i,True
relação,"['re', 'la', 'ção']",3,ção,1,ção,r,False,o,True
relações,"['re', 'la', 'ções']",3,ções,1,ções,r,False,s,False
religião,"['re', 'li', 'gi', 'ão']",4,ão,1,ão,r,False,o,True
relógio,"['re', 'ló', 'gi', 'o']",4,o,3,ló,r,False,o,True
remorso,"['re', 'mor', 'so']",3,so,2,mor,r,False,o,True
remédio,"['re', 'mé', 'di', 'o']",4,o,3,mé,r,False,o,True
reparou,"['re', 'pa', 'rou']",3,rou,1,rou,r,False,u,True
repente,"['re', 'pen', 'te']",3,te,2,pen,r,False,e,True
repetir,"['re', 'pe', 'tir']",3,tir,1,tir,r,False,r,False
repetiu,"['re', 'pe', 'ti', 'u']",4,u,2,ti,r,False,u,True
replicou,"['re', 'pli', 'cou']",3,cou,1,cou,r,False,u,True
representação,"['re', 'pre', 'sen', 'ta', 'ção']",5,ção,1,ção,r,False,o,True
república,"['re', 'pú', 'bli', 'ca']",4,ca,3,pú,r,False,a,True
resolução,"['re', 'so', 'lu', 'ção']",4,ção,1,ção,r,False,o,True
resolveu,"['re', 'sol', 'veu']",3,veu,1,veu,r,False,u,True
respeito,"['res', 'pei', 'to']",3,to,2,pei,r,False,o,True
responder,"['res', 'pon', 'der']",3,der,1,der,r,False,r,False
respondeu,"['res', 'pon', 'deu']",3,deu,1,deu,r,False,u,True
respondi,"['res', 'pon', 'di']",3,di,1,di,r,False,i,True
respondia,"['res', 'pon', 'di', 'a']",4,a,2,di,r,False,a,True
resposta,"['res', 'pos', 'ta']",3,ta,2,pos,r,False,a,True
resta,"['res', 'ta']",2,ta,2,res,r,False,a,True
resto,"['res', 'to']",2,to,2,res,r,False,o,True
resultado,"['re', 'sul', 'ta', 'do']",4,do,2,ta,r,False,o,True
retrato,"['re', 'tra', 'to']",3,to,2,tra,r,False,o,True
reunião,"['reu', 'ni', 'ão']",3,ão,1,ão,r,False,o,True
revista,"['re', 'vis', 'ta']",3,ta,2,vis,r,False,a,True
revolução,"['re', 'vo', 'lu', 'ção']",4,ção,1,ção,r,False,o,True
ria,"['ri', 'a']",2,a,2,ri,r,False,a,True
rica,"['ri', 'ca']",2,ca,2,ri,r,False,a,True
rico,"['ri', 'co']",2,co,2,ri,r,False,o,True
ridículo,"['ri', 'dí', 'cu', 'lo']",4,lo,3,dí,r,False,o,True
rindo,"['rin', 'do']",2,do,2,rin,r,False,o,True
rio,"['ri', 'o']",2,o,2,ri,r,False,o,True
riqueza,"['ri', 'que', 'za']",3,za,2,que,r,False,a,True
rir,['rir'],1,rir,1,rir,r,False,r,False
riso,"['ri', 'so']",2,so,2,ri,r,False,o,True
rita,"['ri', 'ta']",2,ta,2,ri,r,False,a,True
rival,"['ri', 'val']",2,val,1,val,r,False,l,False
rocha,"['ro', 'cha']",2,cha,2,ro,r,False,a,True
rochedo,"['ro', 'che', 'do']",3,do,2,che,r,False,o,True
roda,"['ro', 'da']",2,da,2,ro,r,False,a,True
romance,"['ro', 'man', 'ce']",3,ce,2,man,r,False,e,True
romualdo,"['ro', 'mual', 'do']",3,do,2,mual,r,False,o,True
rosa,"['ro', 'sa']",2,sa,2,ro,r,False,a,True
rosas,"['ro', 'sas']",2,sas,2,ro,r,False,s,False
rosinha,"['ro', 'si', 'nha']",3,nha,2,si,r,False,a,True
rosto,"['ros', 'to']",2,to,2,ros,r,False,o,True
roupa,"['rou', 'pa']",2,pa,2,rou,r,False,a,True
roça,"['ro', 'ça']",2,ça,2,ro,r,False,a,True
rua,['rua'],1,rua,1,rua,r,False,a,True
ruas,['ruas'],1,ruas,1,ruas,r,False,s,False
rubião,"['ru', 'bi', 'ão']",3,ão,1,ão,r,False,o,True
rumor,"['ru', 'mor']",2,mor,1,mor,r,False,r,False
rápido,"['rá', 'pi', 'do']",3,do,3,rá,r,False,o,True
réis,['réis'],1,réis,1,réis,r,False,s,False
sabe,"['sa', 'be']",2,be,2,sa,s,False,e,True
sabem,"['sa', 'bem']",2,bem,2,sa,s,False,m,False
sabemos,"['sa', 'be', 'mos']",3,mos,2,be,s,False,s,False
sabendo,"['sa', 'ben', 'do']",3,do,2,ben,s,False,o,True
saber,"['sa', 'ber']",2,ber,1,ber,s,False,r,False
sabes,"['sa', 'bes']",2,bes,2,sa,s,False,s,False
sabia,"['sa', 'bi', 'a']",3,a,2,bi,s,False,a,True
sacrifício,"['sa', 'cri', 'fí', 'ci', 'o']",5,o,3,fí,s,False,o,True
sai,['sai'],1,sai,1,sai,s,False,i,True
saindo,"['sa', 'in', 'do']",3,do,2,in,s,False,o,True
sair,"['sa', 'ir']",2,ir,1,ir,s,False,r,False
saiu,"['sa', 'iu']",2,iu,1,iu,s,False,u,True
sala,"['sa', 'la']",2,la,2,sa,s,False,a,True
salvar,"['sal', 'var']",2,var,1,var,s,False,r,False
salvo,"['sal', 'vo']",2,vo,2,sal,s,False,o,True
sangue,"['san', 'gue']",2,gue,2,san,s,False,e,True
santa,"['san', 'ta']",2,ta,2,san,s,False,a,True
santo,"['san', 'to']",2,to,2,san,s,False,o,True
santos,"['san', 'tos']",2,tos,2,san,s,False,s,False
sapatos,"['sa', 'pa', 'tos']",3,tos,2,pa,s,False,s,False
sara,"['sa', 'ra']",2,ra,2,sa,s,False,a,True
satisfação,"['sa', 'tis', 'fa', 'ção']",4,ção,1,ção,s,False,o,True
saudade,"['sau', 'da', 'de']",3,de,2,da,s,False,e,True
saudades,"['sau', 'da', 'des']",3,des,2,da,s,False,s,False
saí,"['sa', 'í']",2,í,1,í,s,False,í,True
saía,"['sa', 'í', 'a']",3,a,2,í,s,False,a,True
saída,"['sa', 'í', 'da']",3,da,2,í,s,False,a,True
saíram,"['sa', 'í', 'ram']",3,ram,2,í,s,False,m,False
saúde,"['sa', 'ú', 'de']",3,de,2,ú,s,False,e,True
se,['se'],1,se,1,se,s,False,e,True
seabra,"['se', 'a', 'bra']",3,bra,2,a,s,False,a,True
segredo,"['se', 'gre', 'do']",3,do,2,gre,s,False,o,True
seguinte,"['se', 'guin', 'te']",3,te,2,guin,s,False,e,True
seguir,"['se', 'guir']",2,guir,1,guir,s,False,r,False
seguiu,"['se', 'gui', 'u']",3,u,2,gui,s,False,u,True
segunda,"['se', 'gun', 'da']",3,da,2,gun,s,False,a,True
segundo,"['se', 'gun', 'do']",3,do,2,gun,s,False,o,True
segundos,"['se', 'gun', 'dos']",3,dos,2,gun,s,False,s,False
sei,['sei'],1,sei,1,sei,s,False,i,True
seio,"['sei', 'o']",2,o,2,sei,s,False,o,True
seis,['seis'],1,seis,1,seis,s,False,s,False
seja,"['se', 'ja']",2,ja,2,se,s,False,a,True
sejam,"['se', 'jam']",2,jam,2,se,s,False,m,False
sem,['sem'],1,sem,1,sem,s,False,m,False
semana,"['se', 'ma', 'na']",3,na,2,ma,s,False,a,True
semanas,"['se', 'ma', 'nas']",3,nas,2,ma,s,False,s,False
semelhante,"['se', 'me', 'lhan', 'te']",4,te,2,lhan,s,False,e,True
seminário,"['se', 'mi', 'ná', 'ri', 'o']",5,o,3,ná,s,False,o,True
sempre,"['sem', 'pre']",2,pre,2,sem,s,False,e,True
senado,"['se', 'na', 'do']",3,do,2,na,s,False,o,True
senador,"['se', 'na', 'dor']",3,dor,1,dor,s,False,r,False
sendo,"['sen', 'do']",2,do,2,sen,s,False,o,True
senhor,"['se', 'nhor']",2,nhor,1,nhor,s,False,r,False
senhora,"['se', 'nho', 'ra']",3,ra,2,nho,s,False,a,True
senhoras,"['se', 'nho', 'ras']",3,ras,2,nho,s,False,s,False
senhores,"['se', 'nho', 'res']",3,res,2,nho,s,False,s,False
sensação,"['sen', 'sa', 'ção']",3,ção,1,ção,s,False,o,True
sentado,"['sen', 'ta', 'do']",3,do,2,ta,s,False,o,True
senti,"['sen', 'ti']",2,ti,1,ti,s,False,i,True
sentia,"['sen', 'ti', 'a']",3,a,2,ti,s,False,a,True
sentido,"['sen', 'ti', 'do']",3,do,2,ti,s,False,o,True
sentimento,"['sen', 'ti', 'men', 'to']",4,to,2,men,s,False,o,True
sentimentos,"['sen', 'ti', 'men', 'tos']",4,tos,2,men,s,False,s,False
sentir,"['sen', 'tir']",2,tir,1,tir,s,False,r,False
sentiu,"['sen', 'ti', 'u']",3,u,2,ti,s,False,u,True
senão,"['se', 'não']",2,não,1,não,s,False,o,True
separação,"['se', 'pa', 'ra', 'ção']",4,ção,1,ção,s,False,o,True
sepultura,"['se', 'pul', 'tu', 'ra']",4,ra,2,tu,s,False,a,True
sequer,"['se', 'quer']",2,quer,1,quer,s,False,r,False
ser,['ser'],1,ser,1,ser,s,False,r,False
serei,"['se', 'rei']",2,rei,1,rei,s,False,i,True
serem,"['se', 'rem']",2,rem,2,se,s,False,m,False
seria,"['se', 'ri', 'a']",3,a,2,ri,s,False,a,True
seriam,"['se', 'ri', 'am']",3,am,2,ri,s,False,m,False
serve,"['ser', 've']",2,ve,2,ser,s,False,e,True
servir,"['ser', 'vir']",2,vir,1,vir,s,False,r,False
serviço,"['ser', 'vi', 'ço']",3,ço,2,vi,s,False,o,True
será,"['se', 'rá']",2,rá,1,rá,s,False,á,True
serão,"['se', 'rão']",2,rão,1,rão,s,False,o,True
sessão,"['ses', 'são']",2,são,1,são,s,False,o,True
sete,"['se', 'te']",2,te,2,se,s,False,e,True
setembro,"['se', 'tem', 'bro']",3,bro,2,tem,s,False,o,True
seu,['seu'],1,seu,1,seu,s,False,u,True
seus,['seus'],1,seus,1,seus,s,False,s,False
si,['si'],1,si,1,si,s,False,i,True
sido,"['si', 'do']",2,do,2,si,s,False,o,True
sikes,['sikes'],1,sikes,1,sikes,s,False,s,False
silveira,"['sil', 'vei', 'ra']",3,ra,2,vei,s,False,a,True
silvestre,"['sil', 'ves', 'tre']",3,tre,2,ves,s,False,e,True
silêncio,"['si', 'lên', 'ci', 'o']",4,o,3,lên,s,False,o,True
sim,['sim'],1,sim,1,sim,s,False,m,False
simpatia,"['sim', 'pa', 'ti', 'a']",4,a,2,ti,s,False,a,True
simples,"['sim', 'ples']",2,ples,2,sim,s,False,s,False
simplesmente,"['sim', 'ples', 'men', 'te']",4,te,2,men,s,False,e,True
simão,"['si', 'mão']",2,mão,1,mão,s,False,o,True
sinais,"['si', 'na', 'is']",3,is,2,na,s,False,s,False
sinal,"['si', 'nal']",2,nal,1,nal,s,False,l,False
sincera,"['sin', 'ce', 'ra']",3,ra,2,ce,s,False,a,True
sinceridade,"['sin', 'ce', 'ri', 'da', 'de']",5,de,2,da,s,False,e,True
sincero,"['sin', 'ce', 'ro']",3,ro,2,ce,s,False,o,True
singular,"['sin', 'gu', 'lar']",3,lar,1,lar,s,False,r,False
sinto,"['sin', 'to']",2,to,2,sin,s,False,o,True
sistema,"['sis', 'te', 'ma']",3,ma,2,te,s,False,a,True
situação,"['si', 'tua', 'ção']",3,ção,1,ção,s,False,o,True
soares,"['soa', 'res']",2,res,2,soa,s,False,s,False
sob,['sob'],1,sob,1,sob,s,False,b,False
sobre,"['so', 'bre']",2,bre,2,so,s,False,e,True
sobretudo,"['so', 'bre', 'tu', 'do']",4,do,2,tu,s,False,o,True
sobrinha,"['so', 'bri', 'nha']",3,nha,2,bri,s,False,a,True
sobrinho,"['so', 'bri', 'nho']",3,nho,2,bri,s,False,o,True
social,"['so', 'ci', 'al']",3,al,1,al,s,False,l,False
sociedade,"['so', 'ci', 'e', 'da', 'de']",5,de,2,da,s,False,e,True
sofia,"['so', 'fi', 'a']",3,a,2,fi,s,False,a,True
sofá,"['so', 'fá']",2,fá,1,fá,s,False,á,True
sol,['sol'],1,sol,1,sol,s,False,l,False
solidão,"['so', 'li', 'dão']",3,dão,1,dão,s,False,o,True
solução,"['so', 'lu', 'ção']",3,ção,1,ção,s,False,o,True
som,['som'],1,som,1,som,s,False,m,False
soma,"['so', 'ma']",2,ma,2,so,s,False,a,True
sombra,"['som', 'bra']",2,bra,2,som,s,False,a,True
sombras,"['som', 'bras']",2,bras,2,som,s,False,s,False
somente,"['so', 'men', 'te']",3,te,2,men,s,False,e,True
somos,"['so', 'mos']",2,mos,2,so,s,False,s,False
sonho,"['so', 'nho']",2,nho,2,so,s,False,o,True
sonhos,"['so', 'nhos']",2,nhos,2,so,s,False,s,False
sono,"['so', 'no']",2,no,2,so,s,False,o,True
sorrindo,"['sor', 'rin', 'do']",3,do,2,rin,s,False,o,True
sorrir,"['sor', 'rir']",2,rir,1,rir,s,False,r,False
sorriso,"['sor', 'ri', 'so']",3,so,2,ri,s,False,o,True
sorriu,"['sor', 'ri', 'u']",3,u,2,ri,s,False,u,True
sorte,"['sor', 'te']",2,te,2,sor,s,False,e,True
sou,['sou'],1,sou,1,sou,s,False,u,True
soube,"['sou', 'be']",2,be,2,sou,s,False,e,True
soubesse,"['sou', 'bes', 'se']",3,se,2,bes,s,False,e,True
subir,"['su', 'bir']",2,bir,1,bir,s,False,r,False
subiu,"['su', 'bi', 'u']",3,u,2,bi,s,False,u,True
sublime,"['su', 'bli', 'me']",3,me,2,bli,s,False,e,True
sucedeu,"['su', 'ce', 'deu']",3,deu,1,deu,s,False,u,True
sucessos,"['su', 'ces', 'sos']",3,sos,2,ces,s,False,s,False
sujeito,"['su', 'jei', 'to']",3,to,2,jei,s,False,o,True
sul,['sul'],1,sul,1,sul,s,False,l,False
suma,"['su', 'ma']",2,ma,2,su,s,False,a,True
superior,"['su', 'pe', 'ri', 'or']",4,or,1,or,s,False,r,False
supor,"['su', 'por']",2,por,1,por,s,False,r,False
supunha,"['su', 'pu', 'nha']",3,nha,2,pu,s,False,a,True
surpresa,"['sur', 'pre', 'sa']",3,sa,2,pre,s,False,a,True
suspeita,"['sus', 'pei', 'ta']",3,ta,2,pei,s,False,a,True
suspiro,"['sus', 'pi', 'ro']",3,ro,2,pi,s,False,o,True
suspirou,"['sus', 'pi', 'rou']",3,rou,1,rou,s,False,u,True
sábado,"['sá', 'ba', 'do']",3,do,3,sá,s,False,o,True
são,['são'],1,são,1,são,s,False,o,True
século,"['sé', 'cu', 'lo']",3,lo,3,sé,s,False,o,True
séculos,"['sé', 'cu', 'los']",3,los,3,sé,s,False,s,False
séria,"['sé', 'ri', 'a']",3,a,3,sé,s,False,a,True
sério,"['sé', 'ri', 'o']",3,o,3,sé,s,False,o,True
só,['só'],1,só,1,só,s,False,ó,True
sós,['sós'],1,sós,1,sós,s,False,s,False
tais,"['ta', 'is']",2,is,2,ta,t,False,s,False
tal,['tal'],1,tal,1,tal,t,False,l,False
talento,"['ta', 'len', 'to']",3,to,2,len,t,False,o,True
talentos,"['ta', 'len', 'tos']",3,tos,2,len,t,False,s,False
talvez,"['tal', 'vez']",2,vez,1,vez,t,False,z,False
tamanha,"['ta', 'ma', 'nha']",3,nha,2,ma,t,False,a,True
tamanho,"['ta', 'ma', 'nho']",3,nho,2,ma,t,False,o,True
também,"['tam', 'bém']",2,bém,1,bém,t,False,m,False
tanta,"['tan', 'ta']",2,ta,2,tan,t,False,a,True
tantas,"['tan', 'tas']",2,tas,2,tan,t,False,s,False
tanto,"['tan', 'to']",2,to,2,tan,t,False,o,True
tantos,"['tan', 'tos']",2,tos,2,tan,t,False,s,False
tarde,"['tar', 'de']",2,de,2,tar,t,False,e,True
tardou,"['tar', 'dou']",2,dou,1,dou,t,False,u,True
te,['te'],1,te,1,te,t,False,e,True
teatro,"['te', 'a', 'tro']",3,tro,2,a,t,False,o,True
teatros,"['te', 'a', 'tros']",3,tros,2,a,t,False,s,False
tem,['tem'],1,tem,1,tem,t,False,m,False
temos,"['te', 'mos']",2,mos,2,te,t,False,s,False
tempestade,"['tem', 'pes', 'ta', 'de']",4,de,2,ta,t,False,e,True
tempo,"['tem', 'po']",2,po,2,tem,t,False,o,True
tempos,"['tem', 'pos']",2,pos,2,tem,t,False,s,False
tendo,"['ten', 'do']",2,do,2,ten,t,False,o,True
